Titre,Vendeur,Prix,Ville,Carburant,Boite à vitesses,Puissance Fiscale,Nombre des images,Type,Secteur,Origine,État,Marque,Modèle,Année-Modèle,Nombre de portes,Première main,Kilométrage,ABS,Airbags,CD/MP3/Bluetooth,Caméra De Recul,Climatisation,ESP,Jantes Aluminium,Limiteur De Vitesse,Ordinateur De Bord,Radar De Recul,Régulateur De Vitesse,Sièges Cuir,Système De Navigation/GPS,Toit Ouvrant,Verrouillage Centralisé À Distance,Vitres Électriques
Citroen C4 Cactus,Marwane,37000.0,Temara,Diesel,Manuelle,8,6,"Voitures d'occasion, à vendre",Centre Ville,Dédouanée,Très bon,Citroen,C4 CACTUS,2002-01-01,5,0,194999.5,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Mercedes-Benz Classe C Diesel Automatique 2017,Autoparis,268000.0,Casablanca,Diesel,Automatique,9,8,"Voitures d'occasion, à vendre",Hay Hassani,WW au Maroc,Excellent,Mercedes-Benz,Classe C,2017-01-01,5,1,124999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Volkswagen Touareg Diesel Automatique 2019,Global Occaz Marrif,370000.0,Casablanca,Diesel,Automatique,12,7,"Voitures d'occasion, à vendre",Maarif,WW au Maroc,Excellent,Volkswagen,Touareg,2019-01-01,5,1,144999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dacia Logan Diesel Manuelle 2023 à Marrakech,Auto Fadl,133000.0,Marrakech,Diesel,Manuelle,6,6,"Voitures d'occasion, à vendre",Hay Targa,WW au Maroc,Excellent,Dacia,Logan,2023-01-01,5,1,37499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Land Rover Range Rover Evoque Diesel Automatique,Auto Fadl,330000.0,Marrakech,Diesel,Automatique,6,6,"Voitures d'occasion, à vendre",Hay Massira,WW au Maroc,Excellent,Land Rover,Range Rover Evoque,2019-01-01,5,1,114999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
KIFAL - LAND-ROVER Discovery Sport,KIFAL AUTO,205000.0,Casablanca,Diesel,Manuelle,8,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Land Rover,Discovery Sport,2016-01-01,5,1,124999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fiat 500 Essence Automatique 2021 à Casablanca,Global Occaz Marrif,139000.0,Casablanca,Essence,Automatique,7,6,"Voitures d'occasion, à vendre",Maarif,WW au Maroc,Excellent,Fiat,500,2021-01-01,5,1,62499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIFAL - AUDI Q5,KIFAL AUTO,348000.0,Agadir,Diesel,Manuelle,8,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Audi,Q5,2018-01-01,5,1,124999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Opel Astra Diesel Automatique 2022,Global occaz tanger,288000.0,Tanger,Diesel,Automatique,6,7,"Voitures d'occasion, à vendre",Centre ville,WW au Maroc,Excellent,Opel,Astra,2022-01-01,5,1,2499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIFAL - MERCEDES-BENZ Classe E,KIFAL AUTO,278000.0,Casablanca,Diesel,Manuelle,8,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Mercedes-Benz,Classe E,2016-01-01,5,1,184999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIFAL - PEUGEOT LANDTREK,KIFAL AUTO,240000.0,Casablanca,Diesel,Manuelle,8,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Peugeot,landtrek,2022-01-01,5,1,7499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIFAL - LAND-ROVER Range Rover Sport,KIFAL AUTO,369000.0,Marrakech,Diesel,Manuelle,12,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Land Rover,Range Rover Sport,2016-01-01,5,1,124999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIFAL - CHERY Tiggo 4 Pro,KIFAL AUTO,187000.0,Marrakech,Essence,Manuelle,9,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Chery,Tiggo,2023-01-01,5,1,7499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
polo diesel 2004,AUTO ISLAM,50000.0,Temara,Diesel,Manuelle,8,9,"Voitures d'occasion, à vendre",Abbadi,WW au Maroc,Très bon,Volkswagen,Polo,2004-01-01,5,0,194999.5,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0
Peugeot 208 Diesel Manuelle 2019 à Casablanca,Autoparis,118000.0,Casablanca,Diesel,Manuelle,6,8,"Voitures d'occasion, à vendre",Hay Hassani,WW au Maroc,Très bon,Peugeot,208,2019-01-01,5,1,97499.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
KIFAL - VOLKSWAGEN Jetta,KIFAL AUTO,161000.0,Casablanca,Diesel,Manuelle,6,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Volkswagen,Jetta,2016-01-01,5,1,144999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fiat Doblo Panorama Diesel Manuelle 2018 à Fès,Ahmed,95000.0,Fès,Diesel,Manuelle,6,13,"Voitures d'occasion, à vendre",Centre,WW au Maroc,Très bon,Fiat,doblo_panorama,2018-01-01,5,1,72499.5,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1
KIFAL - NISSAN Qashqai,KIFAL AUTO,140000.0,Marrakech,Diesel,Manuelle,6,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Nissan,Qashqai,2014-01-01,5,1,134999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIFAL - VOLKSWAGEN Jetta,KIFAL AUTO,160000.0,Casablanca,Diesel,Manuelle,6,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Volkswagen,Jetta,2016-01-01,5,1,194999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIFAL - HYUNDAI Santa Fe,KIFAL AUTO,319000.0,Casablanca,Diesel,Manuelle,9,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Hyundai,Santa Fe,2021-01-01,5,1,82499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fiat Doblo Panorama 1.6l clim 6porte 2018 à Fès,Ahmed,98000.0,Fès,Diesel,Manuelle,6,14,"Voitures d'occasion, à vendre",Centre,WW au Maroc,Excellent,Fiat,doblo_panorama,2018-01-01,5,1,52499.5,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1
KIFAL - VOLKSWAGEN Golf,KIFAL AUTO,190000.0,Casablanca,Diesel,Manuelle,8,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Volkswagen,Golf,2018-01-01,5,1,124999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Opel Insignia Grand Sport Diesel Automatique 2019,new user,190000.0,Casablanca,Diesel,Automatique,8,8,"Voitures d'occasion, à vendre",Californie,WW au Maroc,Excellent,Opel,insignia_grand_sport,2019-01-01,5,0,97499.5,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
KIFAL - MASERATI Ghibli,KIFAL AUTO,286000.0,Agadir,Diesel,Manuelle,12,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Maserati,Ghibli,2016-01-01,5,1,77499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ford Focus,abosami auto,125000.0,Casablanca,Diesel,Manuelle,6,9,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Très bon,Ford,Focus,2015-01-01,5,1,57499.5,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
Chery Tiggo Essence Manuelle 2011 à Fès,Auto Noumedia,53000.0,Fès,Essence,Manuelle,11,6,"Voitures d'occasion, à vendre",Toute la ville,WW au Maroc,Excellent,Chery,Tiggo,2011-01-01,5,0,67499.5,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1
Peugeot 206 Essence Manuelle 2012 à Casablanca,chakib,56000.0,Casablanca,Essence,Manuelle,6,12,"Voitures d'occasion, à vendre",Ain Sebaa,WW au Maroc,Très bon,Peugeot,206+,2012-01-01,5,0,164999.5,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1
KIFAL - MERCEDES-BENZ Classe CLS,KIFAL AUTO,290000.0,Casablanca,Diesel,Manuelle,12,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Mercedes-Benz,Classe CLS,2017-01-01,5,1,124999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
voiture à vendre,nourreddine,80000.0,Casablanca,Diesel,Manuelle,7,4,"Voitures d'occasion, à vendre",Ain Sebaa,WW au Maroc,Très bon,Renault,Megane 3,2009-01-01,5,0,154999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Renault Clio Diesel Manuelle 2019 à Casablanca,Global Occaz Marrif,140000.0,Casablanca,Diesel,Manuelle,6,7,"Voitures d'occasion, à vendre",Maarif,WW au Maroc,Excellent,Renault,Clio,2019-01-01,5,1,154999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
نيسان كاشكاي 2017,ABDALLAH JEMOUA,178000.0,Rabat,Diesel,Manuelle,6,8,"Voitures d'occasion, à vendre",Guich Oudaya,WW au Maroc,Excellent,Nissan,Qashqai,2017-01-01,5,1,104999.5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Hyundai Tucson Diesel Automatique 2021,hassan auto,315000.0,Casablanca,Diesel,Automatique,7,11,"Voitures d'occasion, à vendre",Californie,WW au Maroc,Excellent,Hyundai,Tucson,2021-01-01,5,1,82499.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
KIFAL - KIA Ceed,KIFAL AUTO,284000.0,Marrakech,Diesel,Manuelle,6,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Kia,Ceed,2022-01-01,5,1,22499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renault Clio Diesel Manuelle 2018 à Marrakech,Abou idris,105000.0,Marrakech,Diesel,Manuelle,6,6,"Voitures d'occasion, à vendre",Massira 2,WW au Maroc,Excellent,Renault,Clio,2018-01-01,5,1,114999.5,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1
KIFAL - MERCEDES-BENZ Classe CLA,KIFAL AUTO,460000.0,Casablanca,Diesel,Manuelle,8,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Mercedes-Benz,Classe CLA,2020-01-01,5,1,77499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dacia Sandero diesel,Hassan Abo hamza,65000.0,Rabat,Diesel,Manuelle,6,7,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Très bon,Dacia,Sandero,2011-01-01,5,0,274999.5,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1
Renault Megane Sedan Diesel Automatique 2019,abosami auto,159000.0,Casablanca,Diesel,Automatique,6,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Très bon,Renault,Megane Sedan,2019-01-01,5,1,72499.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Renault kadjar,Brahim amiri,152000.0,Marrakech,Diesel,Automatique,6,8,"Voitures d'occasion, à vendre",Daoudiate,WW au Maroc,Très bon,Renault,Kadjar,2017-01-01,5,1,104999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dacia Sandero Stepway diesel Première main 2019,chakib,110000.0,Casablanca,Diesel,Manuelle,6,11,"Voitures d'occasion, à vendre",Al Qods,WW au Maroc,Excellent,Dacia,sandero_stepway,2019-01-01,5,1,92499.5,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1
KIFAL - SKODA Karoq,KIFAL AUTO,260000.0,Casablanca,Diesel,Manuelle,8,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Skoda,Karoq,2020-01-01,5,1,72499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hyundai i10 Essence boite automatique 2012,chakib,69000.0,Casablanca,Essence,Automatique,6,6,"Voitures d'occasion, à vendre",Al Qods,WW au Maroc,Très bon,Hyundai,i 10,2012-01-01,5,0,184999.5,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1
KIFAL - MITSUBISHI Outlander,KIFAL AUTO,150000.0,Marrakech,Diesel,Manuelle,9,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Mitsubishi,outlander,2015-01-01,5,1,134999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renault Twingo Essence,jawad,29000.0,Casablanca,Essence,Manuelle,7,8,"Voitures d'occasion, à vendre",Oasis,WW au Maroc,Très bon,Renault,Twingo,1995-01-01,5,0,324999.5,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1
Kia Carens 6 places Automatique 2022 à Fès,Ahmed,214000.0,Fès,Diesel,Automatique,6,20,"Voitures d'occasion, à vendre",Centre,WW au Maroc,Excellent,Kia,Carens,2022-01-01,5,1,42499.5,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1
Hyundai i 30 Diesel Automatique 2019 à Tétouan,ALAE,175000.0,Tétouan,Diesel,Automatique,6,9,"Voitures d'occasion, à vendre",Wilaya,WW au Maroc,Excellent,Hyundai,i 30,2019-01-01,5,0,87499.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Chevrolet Orlando Diesel Manuelle 2011,hassan auto,120000.0,Casablanca,Diesel,Manuelle,9,9,"Voitures d'occasion, à vendre",Californie,Dédouanée,Très bon,Chevrolet,orlando,2011-01-01,5,1,144999.5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
KIFAL - LAND-ROVER Evoque,KIFAL AUTO,310000.0,Casablanca,Diesel,Manuelle,8,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Land Rover,Range Rover Evoque,2019-01-01,5,1,57499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mercedes-Benz C 250 diesel,Hassan Abo hamza,46000.0,Rabat,Diesel,Manuelle,8,6,"Voitures d'occasion, à vendre",Autre secteur,Dédouanée,Très bon,Mercedes-Benz,250,1998-01-01,5,0,274999.5,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1
KIFAL - FORD EcoSport,KIFAL AUTO,140000.0,Casablanca,Diesel,Manuelle,6,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Ford,Ecosport,2018-01-01,5,1,97499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clio4 ttou,auto ZAAFRI,128000.0,Fès,Diesel,Manuelle,6,8,"Voitures d'occasion, à vendre",Al Hadiqa,WW au Maroc,Excellent,Renault,Clio,2021-01-01,5,0,77499.5,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1
Opel Corsa Diesel Manuelle 2022 à Casablanca,Global Occaz Marrif,163000.0,Casablanca,Diesel,Manuelle,6,7,"Voitures d'occasion, à vendre",Maarif,WW au Maroc,Excellent,Opel,Corsa,2022-01-01,5,1,37499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen Passat Diesel Manuelle 2002 à Tanger,EL ISSAMY AUTO,65000.0,Tanger,Diesel,Manuelle,8,4,"Voitures d'occasion, à vendre",Ahlane,Dédouanée,Très bon,Volkswagen,Passat,2002-01-01,5,0,224999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Mini Cooper Essence Automatique 2018 à Rabat,Marocaz,185000.0,Rabat,Essence,Automatique,9,9,"Voitures d'occasion, à vendre",Hay Riad,WW au Maroc,Excellent,mini,cooper,2018-01-01,3,0,22499.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Citroen C3 Diesel Manuelle 2019 à Casablanca,Expert Occaz,118000.0,Casablanca,Diesel,Manuelle,6,4,"Voitures d'occasion, à vendre",Ain Sebaa,Dédouanée,Très bon,Citroen,C3,2019-01-01,5,0,124999.5,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
Hyundai i 30 Diesel Automatique 2014 à Casablanca,Expert Occaz,125000.0,Casablanca,Diesel,Automatique,6,11,"Voitures d'occasion, à vendre",Belvédère,WW au Maroc,Très bon,Hyundai,i 30,2014-01-01,5,0,124999.5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Hyundai Tucson Diesel Automatique 2022 à Marrakech,Auto Fadl,328000.0,Marrakech,Diesel,Automatique,6,9,"Voitures d'occasion, à vendre",Massira,WW au Maroc,Excellent,Hyundai,Tucson,2022-01-01,5,1,82499.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Renault Master Frigorifique 2019 à Fès,AUTO GFS,195000.0,Fès,Diesel,Manuelle,9,9,"Voitures d'occasion, à vendre",Agdal,WW au Maroc,Très bon,Renault,Master,2019-01-01,5,1,104999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dacia Sandero Stepway Diesel Manuelle 2020,Global occaz tanger,134000.0,Tanger,Diesel,Manuelle,6,6,"Voitures d'occasion, à vendre",Centre ville,WW au Maroc,Excellent,Dacia,sandero_stepway,2020-01-01,5,1,72499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIFAL - JEEP Grand Cherokee,KIFAL AUTO,130000.0,Casablanca,Diesel,Manuelle,12,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Jeep,Grand Cherokee,2014-01-01,5,1,104999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peugeot 3008 Diesel Automatique 2019 à Casablanca,ALD Automotive,285000.0,Casablanca,Diesel,Automatique,8,12,"Voitures d'occasion, à vendre",Lissasfa,WW au Maroc,Excellent,Peugeot,3008,2019-01-01,5,1,77499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citroen C3 Diesel Manuelle 2021 à Casablanca,Global Occaz Marrif,149000.0,Casablanca,Diesel,Manuelle,6,6,"Voitures d'occasion, à vendre",Maarif,WW au Maroc,Excellent,Citroen,C3,2021-01-01,5,1,67499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIFAL - JAGUAR XE,KIFAL AUTO,222000.0,Casablanca,Diesel,Manuelle,8,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Jaguar,XE,2016-01-01,5,1,124999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIFAL - MERCEDES-BENZ Classe E Coupé,KIFAL AUTO,482000.0,Rabat,Diesel,Manuelle,8,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Mercedes-Benz,classe_e_coupe,2018-01-01,5,1,144999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peugeot 3008 GT,particulier,260000.0,Fès,Diesel,Automatique,8,10,"Voitures d'occasion, à vendre",Ain Amiyer,WW au Maroc,Excellent,Peugeot,3008,2020-01-01,5,1,72499.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Citroën c4 mliha,al idrissi,58000.0,Essaouira,Diesel,Manuelle,6,4,"Voitures d'occasion, à vendre",Skala,WW au Maroc,Excellent,Citroen,C4,2009-01-01,5,0,184999.5,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1
Volkswagen Jetta Diesel Automatique 2018 à Guercif,Mr Particulier,185000.0,Guercif,Diesel,Automatique,8,8,"Voitures d'occasion, à vendre",Toute la ville,WW au Maroc,Excellent,Volkswagen,Jetta,2018-01-01,5,0,97499.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
KIFAL - BMW Série 7,KIFAL AUTO,290000.0,Casablanca,Hybride,Manuelle,17,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,BMW,Serie 7,2013-01-01,5,1,174999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyundai Accent Diesel Automatique 2023,Global Occaz Marrif,179000.0,Casablanca,Diesel,Automatique,6,7,"Voitures d'occasion, à vendre",Maarif,WW au Maroc,Excellent,Hyundai,Accent,2023-01-01,5,1,22499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIFAL - BMW Série 1,KIFAL AUTO,350000.0,Marrakech,Diesel,Manuelle,8,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,BMW,Serie 1,2021-01-01,5,1,37499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIFAL - HYUNDAI Tucson,KIFAL AUTO,330000.0,Casablanca,Diesel,Manuelle,6,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Hyundai,Tucson,2022-01-01,5,1,57499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kia Carens 6 place Automatique 2022 à Fès,Ahmed,214000.0,Fès,Diesel,Automatique,6,15,"Voitures d'occasion, à vendre",Centre,WW au Maroc,Excellent,Kia,Carens,2022-01-01,5,1,42499.5,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1
Volkswagen Tiguan Diesel Automatique 2013 à Agadir,Auto NAJIB AGADIR,210000.0,Agadir,Diesel,Automatique,8,10,"Voitures d'occasion, à vendre",Hay Zaytoun,Dédouanée,Neuf,Volkswagen,Tiguan,2013-01-01,5,0,274999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Peugeot 301 Diesel Manuelle 2019 à Casablanca,Expert Occaz,120000.0,Casablanca,Diesel,Manuelle,6,7,"Voitures d'occasion, à vendre",Sidi Othmane,WW au Maroc,Très bon,Peugeot,301,2019-01-01,5,1,114999.5,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
Alfa Romeo Tonale Diesel Automatique 2024,Stellantis You Casablanca,420000.0,Bouskoura,Diesel,Automatique,6,11,"Voitures d'occasion, à vendre",Ville verte,WW au Maroc,Excellent,Alfa Romeo,tonale,2024-01-01,5,1,2499.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
ڤولزڤاڭن بورا ديزل يدوي 1999 في الدار البيضاء,Nabil Mido,49000.0,Casablanca,Diesel,Manuelle,8,6,"Voitures d'occasion, à vendre",Beauséjour,Dédouanée,Bon,Volkswagen,Bora,1999-01-01,5,0,194999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Renault Kadjar intens 2019 automatique,hicham ami,210000.0,Fès,Diesel,Automatique,6,5,"Voitures d'occasion, à vendre",Agdal,WW au Maroc,Excellent,Renault,Kadjar,2019-01-01,5,0,114999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Peugeot 3008 Diesel Automatique 2019 à Casablanca,Carsburg Casblanca,218000.0,Casablanca,Diesel,Automatique,8,8,"Voitures d'occasion, à vendre",Palmier,WW au Maroc,Excellent,Peugeot,3008,2019-01-01,5,1,124999.5,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
KIFAL - VOLKSWAGEN Touareg,KIFAL AUTO,310000.0,Casablanca,Diesel,Manuelle,12,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Volkswagen,Touareg,2019-01-01,5,1,67499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citroen Berlingo 1porte coulisse 2019 à Fès,Ahmed,155000.0,Fès,Diesel,Manuelle,6,17,"Voitures d'occasion, à vendre",Centre,WW au Maroc,Très bon,Citroen,Berlingo,2019-01-01,3,0,62499.5,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1
Citroen C3 Diesel Manuelle 2018 à Marrakech,yassine,115000.0,Marrakech,Diesel,Manuelle,6,6,"Voitures d'occasion, à vendre",Allal El Fassi,WW au Maroc,Excellent,Citroen,C3,2018-01-01,5,0,104999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dacia Duster Diesel Automatique 2019 à Marrakech,Abou idris,169000.0,Marrakech,Diesel,Automatique,6,8,"Voitures d'occasion, à vendre",Massira 1,WW au Maroc,Excellent,Dacia,Duster,2019-01-01,5,1,114999.5,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Nissan Qashqai Diesel Manuelle 2019 à Agadir,Auto NAJIB AGADIR,205000.0,Agadir,Diesel,Manuelle,6,11,"Voitures d'occasion, à vendre",Hay Zaytoun,WW au Maroc,Très bon,Nissan,Qashqai,2019-01-01,5,0,87499.5,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1
KIFAL - VOLKSWAGEN Caddy,KIFAL AUTO,190000.0,Casablanca,Diesel,Manuelle,8,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Volkswagen,Caddy,2019-01-01,5,1,124999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeep Cherokee Diesel Automatique 2021 avec toit,Smeia - BMW Occasion,315000.0,Casablanca,Diesel,Automatique,8,8,"Voitures d'occasion, à vendre",Ain Sebaa,WW au Maroc,Excellent,Jeep,Cherokee,2021-01-01,5,1,72499.5,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
Seat Leon Diesel Manuelle 2018 à Fès,AUTO GFS,145000.0,Fès,Diesel,Manuelle,8,14,"Voitures d'occasion, à vendre",Agdal,WW au Maroc,Très bon,Seat,Leon,2018-01-01,5,1,154999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mercedes-Benz Classe E Coupé Diesel Automatique,Auto Fadl,490000.0,Marrakech,Diesel,Automatique,9,7,"Voitures d'occasion, à vendre",Massira,Importée neuve,Excellent,Mercedes-Benz,classe_e_coupe,2018-01-01,3,1,104999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Renault Symbol Essence Manuelle 2014 à Marrakech,Abou idris,67000.0,Marrakech,Essence,Manuelle,7,2,"Voitures d'occasion, à vendre",Massira 1,WW au Maroc,Excellent,Renault,Symbol,2014-01-01,5,0,184999.5,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1
CITROEN BERLINGO 1ere Main 6Port,Les Deux Fréres,104000.0,Marrakech,Diesel,Manuelle,6,15,"Voitures d'occasion, à vendre",Amerchich,WW au Maroc,Excellent,Citroen,Berlingo,2014-01-01,5,1,2499.5,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1
Peugeot 3008 Diesel Automatique 2019 à Casablanca,ALD Automotive,224999.0,Casablanca,Diesel,Automatique,8,15,"Voitures d'occasion, à vendre",Lissasfa,WW au Maroc,Excellent,Peugeot,3008,2019-01-01,5,1,104999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iveco Daily 2018 à Fès,AUTO GFS,260000.0,Fès,Diesel,Manuelle,12,11,"Voitures d'occasion, à vendre",Agdal,WW au Maroc,Très bon,Iveco,Daily,2018-01-01,5,1,144999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyundai Accent Diesel Automatique 2022,LAVAGE AUTO SAAD,158000.0,Casablanca,Diesel,Automatique,6,2,"Voitures d'occasion, à vendre",2 Mars,WW au Maroc,Très bon,Hyundai,Accent,2022-01-01,5,0,42499.5,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1
