Titre,Vendeur,Prix,Ville,Carburant,Boite à vitesses,Puissance Fiscale,Nombre des images,Type,Secteur,Origine,État,Marque,Modèle,Année-Modèle,Nombre de portes,Première main,Kilométrage,Equipements
C 220 d COUPÉ - AMG LINE,TAMDA AUTO,PRIX NON SPÉCIFIÉ,Rabat,Diesel,Automatique,9 CV,11 Images,"Voitures d'occasion, à vendre",Yacoub El Mansour,Importée neuve,Excellent,Mercedes-Benz,CLASSE C COUPE,2017,3,Oui,140 000 - 149 999,[]
Jeep Cherokee Diesel Automatique 2016 à Casablanca,benis,189 000 DH,Casablanca,Diesel,Automatique,8 CV,8 Images,"Voitures d'occasion, à vendre",Ain Sebaa,WW au Maroc,Excellent,Jeep,Cherokee,2016,5,Oui,110 000 - 119 999,"['Système De Navigation/GPS', 'Limiteur De Vitesse', 'Caméra De Recul', 'Climatisation', 'Airbags', 'ABS', 'Verrouillage Centralisé À Distance', 'Régulateur De Vitesse', 'ESP', 'CD/MP3/Bluetooth', 'Ordinateur De Bord', 'Vitres Électriques', 'Sièges Cuir', 'Radar De Recul', 'Jantes Aluminium', 'Toit Ouvrant']"
Volkswagen Tiguan Diesel Automatique 2019,Ahmed,265 000 DH,Casablanca,Diesel,Automatique,8 CV,8 Images,"Voitures d'occasion, à vendre",Ain Sebaa,WW au Maroc,Excellent,Volkswagen,Tiguan,2019,5,Oui,100 000 - 109 999,"['ESP', 'ABS', 'Caméra De Recul', 'Radar De Recul', 'Ordinateur De Bord', 'Limiteur De Vitesse', 'Airbags', 'Régulateur De Vitesse', 'CD/MP3/Bluetooth', 'Vitres Électriques', 'Système De Navigation/GPS', 'Verrouillage Centralisé À Distance', 'Climatisation', 'Jantes Aluminium']"
Range rover velar,Ad,400 000 DH,Fès,Diesel,Automatique,6 CV,8 Images,"Voitures d'occasion, à vendre",Route d'Immouzere,WW au Maroc,Neuf,Land Rover,Velar,2018,5,Oui,100 000 - 109 999,"['Climatisation', 'Verrouillage Centralisé À Distance', 'Vitres Électriques', 'CD/MP3/Bluetooth', 'Limiteur De Vitesse', 'Système De Navigation/GPS', 'ABS', 'Ordinateur De Bord', 'Jantes Aluminium', 'ESP', 'Sièges Cuir', 'Airbags', 'Toit Ouvrant', 'Régulateur De Vitesse', 'Radar De Recul']"
Skoda Octavia,Le Particulier,182 000 DH,Casablanca,Diesel,Manuelle,8 CV,9 Images,"Voitures d'occasion, à vendre",C.I.L,WW au Maroc,Excellent,Skoda,Octavia,2018,5,Oui,100 000 - 109 999,"['Airbags', 'Ordinateur De Bord', 'Limiteur De Vitesse', 'ESP', 'Verrouillage Centralisé À Distance', 'Climatisation', 'Jantes Aluminium', 'ABS', 'CD/MP3/Bluetooth', 'Régulateur De Vitesse', 'Vitres Électriques', 'Radar De Recul']"
Nissan Qashqai Diesel Manuelle 2020 à Rabat,Maamoura,PRIX NON SPÉCIFIÉ,Rabat,Diesel,Manuelle,6 CV,20 Images,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Nissan,Qashqai,2020,5,Oui,35 000 - 39 999,"['ESP', 'Ordinateur De Bord', 'Climatisation', 'Vitres Électriques', 'Verrouillage Centralisé À Distance', 'CD/MP3/Bluetooth', 'Régulateur De Vitesse', 'Système De Navigation/GPS', 'ABS', 'Radar De Recul', 'Limiteur De Vitesse', 'Airbags', 'Jantes Aluminium', 'Caméra De Recul']"
Peugeot 208 Diesel '/Manuelle 2020 à Tanger,Auto ben abou,148 000 DH,Tanger,Diesel,Manuelle,6 CV,8 Images,"Voitures d'occasion, à vendre",Al Mandar Al Jamil,WW au Maroc,Excellent,Peugeot,208,2020,,Oui,75 000 - 79 999,"['ABS', 'Limiteur De Vitesse', 'Régulateur De Vitesse', 'Système De Navigation/GPS', 'ESP', 'Verrouillage Centralisé À Distance', 'Ordinateur De Bord', 'Vitres Électriques', 'Climatisation', 'CD/MP3/Bluetooth']"
Renault Kangoo Diesel,Garage Al Fassia,85 000 DH,Fès,Diesel,Manuelle,6 CV,6 Images,"Voitures d'occasion, à vendre",Route de Sefrou,,,Renault,Kangoo,2017,,,100 000 - 109 999,[]
Mercedes-Benz Classe GLA Diesel Automatique 2015,Mr,218 000 DH,Rabat,Diesel,Automatique,9 CV,7 Images,"Voitures d'occasion, à vendre",Diour Jamaa,WW au Maroc,Excellent,Mercedes-Benz,Classe GLA,2015,5,,110 000 - 119 999,"['Airbags', 'Sièges Cuir', 'ABS', 'Limiteur De Vitesse', 'Ordinateur De Bord', 'Caméra De Recul', 'Climatisation', 'ESP', 'Vitres Électriques', 'Jantes Aluminium', 'CD/MP3/Bluetooth', 'Verrouillage Centralisé À Distance', 'Régulateur De Vitesse']"
BMW Série 116 d automatique,Le Particulier,185 000 DH,Casablanca,Diesel,Automatique,6 CV,9 Images,"Voitures d'occasion, à vendre",C.I.L,WW au Maroc,Excellent,BMW,Serie 1,2016,5,Non,160 000 - 169 999,"['ESP', 'Limiteur De Vitesse', 'Régulateur De Vitesse', 'Climatisation', 'Vitres Électriques', 'Radar De Recul', 'ABS', 'Airbags', 'CD/MP3/Bluetooth', 'Système De Navigation/GPS', 'Jantes Aluminium', 'Ordinateur De Bord', 'Verrouillage Centralisé À Distance']"
Jeep Wrangler Diesel Automatique 2018 à Casablanca,Elegance cars,PRIX NON SPÉCIFIÉ,Casablanca,Diesel,Automatique,11 CV,10 Images,"Voitures d'occasion, à vendre",Maarif,WW au Maroc,Excellent,Jeep,Wrangler,2018,3,Non,100 000 - 109 999,[]
Land Rover Range Rover Sport Diesel Automatique,TGV AUTO,PRIX NON SPÉCIFIÉ,Casablanca,Diesel,Automatique,8 CV,10 Images,"Voitures d'occasion, à vendre",Belvédère,WW au Maroc,Excellent,Land Rover,Range Rover Sport,2020,5,Non,75 000 - 79 999,"['Régulateur De Vitesse', 'Caméra De Recul', 'Jantes Aluminium', 'Sièges Cuir', 'ESP', 'Toit Ouvrant', 'CD/MP3/Bluetooth', 'Airbags', 'Climatisation', 'Système De Navigation/GPS', 'Ordinateur De Bord', 'Limiteur De Vitesse', 'Radar De Recul', 'Vitres Électriques', 'Verrouillage Centralisé À Distance', 'ABS']"
BMW Série 4 Gran Coupé Diesel Automatique 2015,Particulier,PRIX NON SPÉCIFIÉ,Casablanca,Diesel,Automatique,8 CV,8 Images,"Voitures d'occasion, à vendre",2 Mars,WW au Maroc,Excellent,BMW,Serie 4 gran coupé,2015,5,Non,160 000 - 169 999,"['Limiteur De Vitesse', 'Système De Navigation/GPS', 'Verrouillage Centralisé À Distance', 'ABS', 'Ordinateur De Bord', 'Vitres Électriques', 'Airbags', 'Jantes Aluminium', 'Climatisation', 'Régulateur De Vitesse', 'ESP', 'Radar De Recul', 'CD/MP3/Bluetooth', 'Sièges Cuir']"
Renault captur,DRISS,153 000 DH,Kénitra,Diesel,Manuelle,6 CV,7 Images,"Voitures d'occasion, à vendre",Ouled Oujih,WW au Maroc,Excellent,Renault,Captur,2020,5,Oui,100 000 - 109 999,"['Régulateur De Vitesse', 'Airbags', 'Radar De Recul', 'Verrouillage Centralisé À Distance', 'Climatisation', 'Jantes Aluminium', 'Système De Navigation/GPS', 'Limiteur De Vitesse', 'Caméra De Recul', 'CD/MP3/Bluetooth', 'ABS', 'Ordinateur De Bord', 'ESP', 'Vitres Électriques']"
volkswagen Touareg pullman,Shaheen Auto,158 000 DH,Casablanca,Diesel,Automatique,12 CV,7 Images,"Voitures d'occasion, à vendre",Oulfa,WW au Maroc,Bon,Volkswagen,Touareg,2013,5,Oui,190 000 - 199 999,"['Airbags', 'Régulateur De Vitesse', 'Sièges Cuir', 'Caméra De Recul', 'Climatisation', 'Limiteur De Vitesse', 'Ordinateur De Bord', 'ABS', 'CD/MP3/Bluetooth', 'Vitres Électriques', 'ESP', 'Jantes Aluminium', 'Verrouillage Centralisé À Distance', 'Radar De Recul']"
Renault Kadjar Diesel Manuelle 2017 à Casablanca,Mouad,175 000 DH,Casablanca,Diesel,Manuelle,6 CV,6 Images,"Voitures d'occasion, à vendre",Hay Hassani,Dédouanée,Très bon,Renault,Kadjar,2017,3,Oui,90 000 - 94 999,[]
NISSAN JUKE ESSENCE TECNA,monsieur,PRIX NON SPÉCIFIÉ,Rabat,Essence,Automatique,6 CV,8 Images,"Voitures d'occasion, à vendre",Agdal,WW au Maroc,Excellent,Nissan,Juke,2022,5,Oui,15 000 - 19 999,"['ESP', 'Verrouillage Centralisé À Distance', 'Radar De Recul', 'Limiteur De Vitesse', 'Ordinateur De Bord', 'ABS', 'Caméra De Recul', 'Airbags', 'Climatisation', 'Sièges Cuir', 'Régulateur De Vitesse', 'Système De Navigation/GPS', 'Jantes Aluminium', 'CD/MP3/Bluetooth', 'Vitres Électriques']"
Dacia Logan tout options,Bena lok,100 000 DH,Tanger,Diesel,Manuelle,6 CV,8 Images,"Voitures d'occasion, à vendre",Ahlane,,,Dacia,Logan,2017,,,170 000 - 179 999,"['Sièges Cuir', 'Limiteur De Vitesse', 'ABS', 'Jantes Aluminium', 'Vitres Électriques', 'Ordinateur De Bord', 'Verrouillage Centralisé À Distance', 'Régulateur De Vitesse', 'Airbags', 'Climatisation', 'Toit Ouvrant', 'CD/MP3/Bluetooth', 'Caméra De Recul', 'Système De Navigation/GPS', 'Radar De Recul']"
Porsche Macan Essence Automatique 2021 à Marrakech,B8 Auto,PRIX NON SPÉCIFIÉ,Marrakech,Essence,Automatique,11 CV,11 Images,"Voitures d'occasion, à vendre",Centre Ville,WW au Maroc,Excellent,Porsche,Macan,2021,5,Oui,130 000 - 139 999,[]
Ford Fiesta Essence Manuelle 2020 à Rabat,SHOWROOM AYOUB,PRIX NON SPÉCIFIÉ,Rabat,Essence,Manuelle,7 CV,13 Images,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Neuf,Ford,Fiesta,2020,5,Oui,30 000 - 34 999,"['ESP', 'ABS', 'Radar De Recul', 'Vitres Électriques', 'Ordinateur De Bord', 'Climatisation', 'Limiteur De Vitesse', 'Airbags', 'Verrouillage Centralisé À Distance', 'CD/MP3/Bluetooth', 'Régulateur De Vitesse']"
Renault Captur Diesel Manuelle 2020 à Casablanca,TGV AUTO,PRIX NON SPÉCIFIÉ,Casablanca,Diesel,Manuelle,6 CV,9 Images,"Voitures d'occasion, à vendre",Belvédère,WW au Maroc,Excellent,Renault,Captur,2020,5,Non,100 000 - 109 999,"['Ordinateur De Bord', 'Système De Navigation/GPS', 'ABS', 'Limiteur De Vitesse', 'Verrouillage Centralisé À Distance', 'Caméra De Recul', 'ESP', 'Airbags', 'Régulateur De Vitesse', 'Jantes Aluminium', 'Climatisation', 'Vitres Électriques', 'Radar De Recul', 'CD/MP3/Bluetooth']"
Ford Fiesta Diesel Manuelle 2006 à Meknès,Najib,60 000 DH,Meknès,Diesel,Manuelle,6 CV,8 Images,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Ford,Fiesta,2006,5,Non,200 000 - 249 999,"['Airbags', 'Limiteur De Vitesse', 'Régulateur De Vitesse', 'ABS', 'ESP', 'Ordinateur De Bord', 'Verrouillage Centralisé À Distance', 'Vitres Électriques', 'CD/MP3/Bluetooth', 'Climatisation']"
hyundai accent automatique,DRISS,149 000 DH,Casablanca,Diesel,Automatique,6 CV,6 Images,"Voitures d'occasion, à vendre",Ain Sebaa,WW au Maroc,Excellent,Hyundai,Accent,2020,5,Non,70 000 - 74 999,"['Vitres Électriques', 'Radar De Recul', 'Climatisation', 'ABS', 'Airbags', 'ESP', 'CD/MP3/Bluetooth', 'Régulateur De Vitesse', 'Système De Navigation/GPS', 'Limiteur De Vitesse', 'Ordinateur De Bord', 'Caméra De Recul', 'Verrouillage Centralisé À Distance']"
Ford focus ST LINE,Hamza,262 000 DH,Casablanca,Diesel,,7 CV,8 Images,"Voitures d'occasion, à vendre",Oulfa,,,Ford,Focus,2022,,,65 000 - 69 999,[]
Renault Mégane Sedan automatique,particulier,160 000 DH,Fès,Diesel,Automatique,6 CV,3 Images,"Voitures d'occasion, à vendre",Ain Amiyer,WW au Maroc,Excellent,Renault,Megane Sedan,2018,5,Oui,95 000 - 99 999,"['Vitres Électriques', 'Verrouillage Centralisé À Distance', 'Limiteur De Vitesse', 'Système De Navigation/GPS', 'Airbags', 'Ordinateur De Bord', 'Caméra De Recul', 'CD/MP3/Bluetooth', 'Régulateur De Vitesse', 'ESP', 'ABS', 'Climatisation', 'Radar De Recul', 'Jantes Aluminium']"
Nissan Qashqai Diesel Manuelle 2016 à Meknès,Particulier,PRIX NON SPÉCIFIÉ,Meknès,Diesel,Manuelle,6 CV,13 Images,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,,Nissan,Qashqai,2016,,,140 000 - 149 999,"['Verrouillage Centralisé À Distance', 'Climatisation', 'Jantes Aluminium', 'Airbags', 'CD/MP3/Bluetooth', 'Ordinateur De Bord', 'ABS', 'Radar De Recul', 'Limiteur De Vitesse', 'Caméra De Recul', 'Vitres Électriques', 'Régulateur De Vitesse']"
Skoda Karoq Diesel Automatique 2020 à Tanger,Global occaz tanger,255 000 DH,Tanger,Diesel,Automatique,6 CV,7 Images,"Voitures d'occasion, à vendre",Centre ville,WW au Maroc,Excellent,Skoda,Karoq,2020,5,Oui,100 000 - 109 999,[]
Opel crossland,DRISS,158 000 DH,Kénitra,Diesel,Manuelle,6 CV,7 Images,"Voitures d'occasion, à vendre",Ouled Oujih,WW au Maroc,Excellent,Opel,Crossland X,2019,5,Non,150 000 - 159 999,"['Ordinateur De Bord', 'Limiteur De Vitesse', 'CD/MP3/Bluetooth', 'Vitres Électriques', 'Verrouillage Centralisé À Distance', 'Climatisation', 'ESP', 'ABS', 'Airbags', 'Régulateur De Vitesse', 'Jantes Aluminium']"
fiat grand punto essance,Rachid,52 000 DH,Rabat,Essence,Manuelle,6 CV,6 Images,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Bon,Fiat,GRANDE PUNTO,2006,5,Non,170 000 - 179 999,"['Climatisation', 'Vitres Électriques', 'ESP', 'Verrouillage Centralisé À Distance', 'ABS', 'CD/MP3/Bluetooth']"
PASSAT TRES BON ÉTAT,Dr El,60 000 DH,Casablanca,Diesel,Manuelle,8 CV,3 Images,"Voitures d'occasion, à vendre",Ben M'sick,WW au Maroc,Excellent,Volkswagen,Passat,2003,5,Non,200 000 - 249 999,"['Airbags', 'Climatisation', 'Caméra De Recul', 'Sièges Cuir', 'Radar De Recul', 'CD/MP3/Bluetooth', 'Verrouillage Centralisé À Distance', 'Vitres Électriques', 'Ordinateur De Bord']"
Mercedes-Benz Classe CLA Diesel Automatique 2018,AUTO SPOT,275 000 DH,Casablanca,Diesel,Automatique,8 CV,8 Images,"Voitures d'occasion, à vendre",Aïn Chock,WW au Maroc,Excellent,Mercedes-Benz,Classe CLA,2018,5,Oui,110 000 - 119 999,"['Verrouillage Centralisé À Distance', 'Ordinateur De Bord', 'ESP', 'Airbags', 'Vitres Électriques', 'Régulateur De Vitesse', 'Limiteur De Vitesse', 'Système De Navigation/GPS', 'Climatisation', 'ABS', 'CD/MP3/Bluetooth', 'Radar De Recul', 'Sièges Cuir', 'Caméra De Recul', 'Jantes Aluminium']"
Volkswagen T-Roc Diesel Automatique 2023 à Rabat,Maamoura,PRIX NON SPÉCIFIÉ,Rabat,Diesel,Automatique,8 CV,20 Images,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Volkswagen,t-roc,2023,5,Oui,0 - 4 999,"['Vitres Électriques', 'CD/MP3/Bluetooth', 'Régulateur De Vitesse', 'Airbags', 'Verrouillage Centralisé À Distance', 'Limiteur De Vitesse', 'Système De Navigation/GPS', 'Jantes Aluminium', 'Caméra De Recul', 'Ordinateur De Bord', 'Sièges Cuir', 'ESP', 'Climatisation', 'Toit Ouvrant', 'Radar De Recul', 'ABS']"
Skoda Octavia Diesel Automatique 2018 à Agadir,BENHAMMOU AUTO,PRIX NON SPÉCIFIÉ,Agadir,Diesel,Automatique,8 CV,14 Images,"Voitures d'occasion, à vendre",Extension Dakhla,WW au Maroc,Très bon,Skoda,Octavia,2018,5,Non,150 000 - 159 999,"['ABS', 'ESP', 'Limiteur De Vitesse', 'CD/MP3/Bluetooth', 'Régulateur De Vitesse', 'Radar De Recul', 'Airbags', 'Climatisation', 'Vitres Électriques', 'Ordinateur De Bord', 'Jantes Aluminium', 'Verrouillage Centralisé À Distance', 'Sièges Cuir']"
Audi A3 Sline Automatique,chebin mohammmed,169 000 DH,Kénitra,Diesel,Automatique,6 CV,5 Images,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Audi,A3,2015,5,Non,190 000 - 199 999,"['ESP', 'ABS', 'Verrouillage Centralisé À Distance', 'Vitres Électriques', 'Climatisation', 'Ordinateur De Bord', 'Caméra De Recul', 'Jantes Aluminium', 'Airbags', 'Régulateur De Vitesse', 'CD/MP3/Bluetooth', 'Système De Navigation/GPS', 'Limiteur De Vitesse', 'Radar De Recul']"
Citroen C3 diesel,LA PRINCESSE AUTO,PRIX NON SPÉCIFIÉ,Fès,Diesel,Manuelle,6 CV,10 Images,"Voitures d'occasion, à vendre",Route de Sefrou,WW au Maroc,Très bon,Citroen,C3,2019,5,Oui,130 000 - 139 999,"['ESP', 'Régulateur De Vitesse', 'Verrouillage Centralisé À Distance', 'ABS', 'Climatisation', 'Airbags', 'Ordinateur De Bord', 'Système De Navigation/GPS', 'Limiteur De Vitesse', 'CD/MP3/Bluetooth', 'Vitres Électriques', 'Jantes Aluminium']"
Volkswagen Tiguan Diesel Automatique 2019 à Fès,W16_autohaus,PRIX NON SPÉCIFIÉ,Fès,Diesel,Automatique,8 CV,8 Images,"Voitures d'occasion, à vendre",Route Ain Chkaf,Dédouanée,Neuf,Volkswagen,Tiguan,2019,5,Oui,150 000 - 159 999,[]
Ronge Rover Evoque,LA PRINCESSE AUTO,PRIX NON SPÉCIFIÉ,Fès,Diesel,Automatique,8 CV,10 Images,"Voitures d'occasion, à vendre",Route de Sefrou,Dédouanée,Excellent,Land Rover,Range Rover Evoque,2016,5,Non,85 000 - 89 999,"['Jantes Aluminium', 'Radar De Recul', 'ESP', 'Verrouillage Centralisé À Distance', 'Système De Navigation/GPS', 'ABS', 'Limiteur De Vitesse', 'Sièges Cuir', 'Vitres Électriques', 'Climatisation', 'Caméra De Recul', 'Airbags', 'CD/MP3/Bluetooth', 'Ordinateur De Bord', 'Régulateur De Vitesse']"
Land Rover Range Rover Vogue Diesel Automatique,Particulier,PRIX NON SPÉCIFIÉ,Casablanca,Diesel,Automatique,12 CV,7 Images,"Voitures d'occasion, à vendre",2 Mars,WW au Maroc,Excellent,Land Rover,range_rover_vogue,2018,5,,140 000 - 149 999,"['Verrouillage Centralisé À Distance', 'Toit Ouvrant', 'Vitres Électriques', 'Régulateur De Vitesse', 'ESP', 'CD/MP3/Bluetooth', 'Radar De Recul', 'Jantes Aluminium', 'Caméra De Recul', 'Système De Navigation/GPS', 'Airbags', 'Climatisation', 'Limiteur De Vitesse', 'ABS', 'Sièges Cuir', 'Ordinateur De Bord']"
BMW Série 5 Diesel Automatique 2017 à Casablanca,KAMAL,PRIX NON SPÉCIFIÉ,Casablanca,Diesel,Automatique,8 CV,9 Images,"Voitures d'occasion, à vendre",Oulfa,WW au Maroc,Excellent,BMW,Serie 5,2017,5,Oui,110 000 - 119 999,[]
Fiat 500 Essence,auto slaoui,155 000 DH,Tanger,Essence,Automatique,6 CV,6 Images,"Voitures d'occasion, à vendre",Castilla,WW au Maroc,Très bon,Fiat,500,2022,3,Non,20 000 - 24 999,"['CD/MP3/Bluetooth', 'Système De Navigation/GPS', 'Jantes Aluminium', 'ESP', 'Caméra De Recul', 'Ordinateur De Bord', 'Verrouillage Centralisé À Distance', 'Sièges Cuir', 'Toit Ouvrant', 'Airbags', 'Limiteur De Vitesse', 'Radar De Recul', 'Climatisation', 'Régulateur De Vitesse', 'ABS', 'Vitres Électriques']"
Kia Picanto Essence,LA PRINCESSE AUTO,58 000 DH,Fès,Essence,Manuelle,6 CV,8 Images,"Voitures d'occasion, à vendre",Route de Sefrou,WW au Maroc,Très bon,Kia,Picanto,2008,5,Non,160 000 - 169 999,"['CD/MP3/Bluetooth', 'Vitres Électriques']"
Mercedes-Benz Classe G Essence Automatique 2024,SUPERIOR AUTO,PRIX NON SPÉCIFIÉ,Rabat,Essence,Automatique,23 CV,8 Images,"Voitures d'occasion, à vendre",Agdal,,Neuf,Mercedes-Benz,Classe G,2024,5,Oui,0 - 4 999,[]
Citroen C3 Diesel Rabat,Youssef,148 000 DH,Rabat,Diesel,Manuelle,6 CV,7 Images,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Très bon,Citroen,C3,2021,5,Oui,40 000 - 44 999,"['ABS', 'Ordinateur De Bord', 'Vitres Électriques', 'Climatisation', 'Régulateur De Vitesse', 'CD/MP3/Bluetooth', 'ESP', 'Jantes Aluminium', 'Système De Navigation/GPS', 'Radar De Recul', 'Airbags', 'Limiteur De Vitesse', 'Verrouillage Centralisé À Distance']"
Citroen C5 Aircross Diesel Automatique 2020,SIARACASH.MA,278 000 DH,Rabat,Diesel,Automatique,8 CV,12 Images,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Citroen,C5 Aircross,2020,5,Oui,10 000 - 14 999,"['CD/MP3/Bluetooth', 'Jantes Aluminium', 'Radar De Recul', 'ABS', 'Climatisation', 'Ordinateur De Bord', 'Airbags', 'Caméra De Recul', 'Vitres Électriques', 'ESP', 'Régulateur De Vitesse', 'Limiteur De Vitesse', 'Verrouillage Centralisé À Distance', 'Système De Navigation/GPS']"
Volkswagen T-Roc R line,MAGNUM OTO Tanger,PRIX NON SPÉCIFIÉ,Tanger,Diesel,Automatique,8 CV,11 Images,"Voitures d'occasion, à vendre",Centre ville,Importée neuve,Neuf,Volkswagen,t-roc,2023,5,Oui,5 000 - 9 999,"['ABS', 'Système De Navigation/GPS', 'Ordinateur De Bord', 'Radar De Recul', 'Limiteur De Vitesse', 'Airbags', 'Caméra De Recul', 'Jantes Aluminium', 'Toit Ouvrant', 'Vitres Électriques', 'Climatisation', 'Verrouillage Centralisé À Distance', 'Régulateur De Vitesse', 'CD/MP3/Bluetooth', 'Sièges Cuir', 'ESP']"
hyundai i20 essance,Rachid,72 000 DH,Rabat,Essence,Manuelle,6 CV,7 Images,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Très bon,Hyundai,i 20,2013,5,Non,95 000 - 99 999,"['Vitres Électriques', 'Climatisation', 'Verrouillage Centralisé À Distance', 'ABS', 'ESP', 'CD/MP3/Bluetooth']"
Audi Q5 Diesel Automatique 2010 à Fès,Auto Noumedia,143 000 DH,Fès,Diesel,Automatique,12 CV,8 Images,"Voitures d'occasion, à vendre",,WW au Maroc,Excellent,Audi,Q5,2010,5,Non,180 000 - 189 999,"['CD/MP3/Bluetooth', 'Jantes Aluminium', 'ESP', 'Sièges Cuir', 'Système De Navigation/GPS', 'Radar De Recul', 'ABS', 'Vitres Électriques', 'Ordinateur De Bord', 'Régulateur De Vitesse', 'Limiteur De Vitesse', 'Airbags', 'Verrouillage Centralisé À Distance', 'Climatisation', 'Caméra De Recul']"
Renault express tout option,najib,145 000 DH,Meknès,Diesel,Manuelle,6 CV,8 Images,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Neuf,Renault,EXPRESS,2021,5,Non,55 000 - 59 999,"['Ordinateur De Bord', 'Régulateur De Vitesse', 'Vitres Électriques', 'ABS', 'Limiteur De Vitesse', 'CD/MP3/Bluetooth', 'ESP', 'Climatisation', 'Verrouillage Centralisé À Distance', 'Airbags']"
Fiat 500 Essence Automatique 2021 à Marrakech,Moubarak karim,142 000 DH,Marrakech,Essence,Automatique,6 CV,8 Images,"Voitures d'occasion, à vendre",Sidi Abbad,WW au Maroc,Excellent,Fiat,500,2021,3,Oui,40 000 - 44 999,"['Sièges Cuir', 'Limiteur De Vitesse', 'ESP', 'CD/MP3/Bluetooth', 'Vitres Électriques', 'Radar De Recul', 'ABS', 'Climatisation', 'Jantes Aluminium', 'Caméra De Recul', 'Système De Navigation/GPS', 'Verrouillage Centralisé À Distance', 'Ordinateur De Bord', 'Airbags', 'Régulateur De Vitesse']"
Mercedes-Benz 220 Diesel Automatique 2019,NP,350 000 DH,Casablanca,Diesel,Automatique,8 CV,8 Images,"Voitures d'occasion, à vendre",Hay Mohammadi,Dédouanée,Excellent,Mercedes-Benz,220,2019,5,Oui,100 000 - 109 999,"['ESP', 'Climatisation', 'Sièges Cuir', 'Régulateur De Vitesse', 'Caméra De Recul', 'Airbags', 'Verrouillage Centralisé À Distance', 'Ordinateur De Bord', 'Vitres Électriques', 'Limiteur De Vitesse', 'Système De Navigation/GPS', 'Jantes Aluminium', 'ABS']"
Peugeot 2008 Diesel Automatique 2022 à Rabat,SHOWROOM AYOUB,PRIX NON SPÉCIFIÉ,Rabat,Diesel,Automatique,6 CV,12 Images,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Neuf,Peugeot,2008,2022,5,Oui,40 000 - 44 999,"['ESP', 'Toit Ouvrant', 'CD/MP3/Bluetooth', 'Caméra De Recul', 'Airbags', 'Vitres Électriques', 'Ordinateur De Bord', 'Limiteur De Vitesse', 'Sièges Cuir', 'Radar De Recul', 'ABS', 'Régulateur De Vitesse', 'Système De Navigation/GPS', 'Jantes Aluminium', 'Verrouillage Centralisé À Distance', 'Climatisation']"
C 220 d - AMG LINE PLUS,TAMDA AUTO,PRIX NON SPÉCIFIÉ,Rabat,Diesel,Automatique,9 CV,11 Images,"Voitures d'occasion, à vendre",Yacoub El Mansour,Importée neuve,Très bon,Mercedes-Benz,Classe C,2018,5,Oui,160 000 - 169 999,[]
Land Rover Range Rover Sport Diesel Automatique,Particulier,619 000 DH,Fès,Diesel,Automatique,12 CV,8 Images,"Voitures d'occasion, à vendre",Route d'Immouzere,WW au Maroc,Très bon,Land Rover,Range Rover Sport,2019,5,,110 000 - 119 999,"['Airbags', 'Système De Navigation/GPS', 'Verrouillage Centralisé À Distance', 'Limiteur De Vitesse', 'ESP', 'Sièges Cuir', 'Toit Ouvrant', 'CD/MP3/Bluetooth', 'Vitres Électriques', 'Climatisation', 'Ordinateur De Bord', 'Radar De Recul', 'ABS', 'Régulateur De Vitesse', 'Jantes Aluminium', 'Caméra De Recul']"
